model,accuracy,precision,recall,f1,roc_auc,train_time_sec
XGBoost,0.9949727691663176,0.9981949458483754,0.9946043165467626,0.9963963963963964,0.9999166174709745,5.965384714999971
LightGBM,0.9958106409719313,0.9975990396158463,0.9964028776978417,0.997000599880024,0.9999174512962647,24.72524513099995
